,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
1348,Kevin Durant,2015-16,7,0.134,6,1.000,5206
1349,Miles Plumlee,2015-16,7,0.411,7,1.000,1702
1350,Doug McDermott,2020-21,7,0.206,7,0.714,3405
1351,Joe Johnson,2016-17,7,0.201,7,1.571,3478
1352,Bojan Bogdanovic,2019-20,7,0.165,7,0.286,4231
1353,Boban Marjanovic,2020-21,7,1.284,5,1.400,545
1354,DeMar DeRozan,2020-21,7,0.166,7,0.714,4213
1355,Juancho Hernangomez,2018-19,7,0.255,6,1.167,2741
1356,Vlatko Cancar,2020-21,7,1.174,7,0.714,596
1357,Robert Covington,2016-17,7,0.161,6,1.000,4351
1358,Gary Neal,2013-14,7,0.338,7,1.143,2068
1359,Darrell Arthur,2017-18,7,2.397,7,1.000,292
1360,James Johnson,2018-19,7,0.296,6,0.500,2363
1361,Jalen Smith,2020-21,7,2.154,6,1.833,325
1362,Devonte' Graham,2019-20,7,0.163,6,1.333,4306
1363,DeJuan Blair,2013-14,7,0.289,7,0.857,2418
1364,Chris McCullough,2015-16,7,0.966,7,1.286,725
1365,Kevin Seraphin,2016-17,7,0.657,7,0.857,1066
1366,Drew Eubanks,2018-19,7,3.084,7,0.714,227
1367,Robbie Hummel,2014-15,7,0.490,7,1.143,1429
1368,Eric Gordon,2017-18,7,0.161,6,0.333,4361
1369,Mo Bamba,2020-21,7,0.472,7,0.857,1483
1370,Bojan Bogdanovic,2017-18,7,0.142,7,0.571,4922
1371,Perry Jones III,2013-14,7,0.467,7,1.000,1499
1372,Dwyane Wade,2017-18,7,0.223,6,0.833,3139
1373,Matt Barnes,2014-15,7,0.156,7,0.429,4491
1374,Caleb Martin,2020-21,7,0.422,7,1.286,1660
1375,Paul Zipser,2017-18,7,0.433,6,1.000,1617
1376,Dejounte Murray,2020-21,6,0.137,6,0.000,4373
1377,Alec Burks,2019-20,6,0.166,6,0.667,3625
1378,Patty Mills,2018-19,6,0.151,6,0.500,3976
1379,Will Barton,2015-16,6,0.129,4,0.750,4658
1380,JJ Redick,2018-19,6,0.121,6,1.333,4972
1381,Markieff Morris,2019-20,6,0.249,6,1.500,2406
1382,DeMarre Carroll,2019-20,6,0.969,6,0.333,619
1383,Miles Plumlee,2016-17,6,0.640,5,1.200,938
1384,Sterling Brown,2017-18,6,0.389,6,1.333,1542
1385,Mfiondu Kabengele,2019-20,6,4.615,6,1.167,130
1386,James Ennis III,2019-20,6,0.227,5,2.000,2643
1387,Jimmy Butler,2018-19,6,0.133,5,1.400,4498
1388,Evan Turner,2015-16,6,0.131,6,1.167,4587
1389,Roy Hibbert,2013-14,6,0.132,6,0.333,4556
1390,Brice Johnson,2017-18,6,2.941,6,0.667,204
1391,Jeff Green,2016-17,6,0.198,6,1.500,3032
1392,Marco Belinelli,2014-15,6,0.223,6,1.333,2695
1393,Isaac Humphries,2018-19,6,4.724,5,0.800,127
1394,Jabari Parker,2017-18,6,0.396,6,1.000,1514
1395,Tyreke Evans,2017-18,6,0.192,6,0.333,3125
1396,Jabari Parker,2020-21,6,1.813,6,0.833,331
1397,Marcus Derrickson,2018-19,6,4.478,6,1.333,134
1398,LeBron James,2013-14,6,0.109,6,0.000,5496
1399,Ryan Hollins,2013-14,6,0.612,6,0.000,980
1400,Mike Miller,2016-17,6,1.942,6,1.333,309
1401,Shabazz Napier,2018-19,6,0.293,6,1.667,2051
1402,Tim Hardaway Jr.,2013-14,6,0.169,5,1.200,3545
1403,Isaiah Thomas,2019-20,6,0.302,6,1.833,1987
1404,LeBron James,2015-16,6,0.115,6,1.500,5227
1405,Kenrich Williams,2020-21,6,0.200,5,0.800,2998
1406,Kentavious Caldwell-Pope,2018-19,6,0.139,6,1.000,4312
1407,Chinanu Onuaku,2016-17,6,5.505,5,0.400,109
1408,Jared Dudley,2016-17,6,0.214,5,0.800,2801
1409,Mychal Mulder,2020-21,6,0.368,5,1.400,1632
1410,Danny Green,2019-20,6,0.170,6,0.333,3535
1411,Michael Kidd-Gilchrist,2019-20,6,1.060,5,1.600,566
1412,Kelly Oubre Jr.,2018-19,6,0.146,6,0.500,4105
1413,Jakob Poeltl,2016-17,6,0.495,5,1.400,1211
1414,Paul George,2017-18,6,0.104,6,1.000,5757
1415,Greg Smith,2015-16,6,1.575,6,0.667,381
1416,J.J. Barea,2019-20,6,0.662,6,0.500,907
1417,Hedo Turkoglu,2013-14,6,0.783,5,0.400,766
1418,Brandon Rush,2015-16,6,0.275,5,0.400,2179
1419,Gary Trent Jr.,2019-20,6,0.220,6,1.333,2722
1420,Treveon Graham,2019-20,6,0.305,6,0.833,1967
1421,Zach Collins,2019-20,6,1.007,5,1.400,596
1422,Tyler Lydon,2018-19,6,3.141,6,0.333,191
1423,Kevin Garnett,2014-15,6,0.328,6,1.500,1832
1424,Delon Wright,2020-21,6,0.170,5,0.400,3528
1425,Justin Holiday,2019-20,6,0.158,5,0.000,3805
1426,Luke Kornet,2017-18,6,0.915,6,0.500,656
1427,Roy Hibbert,2014-15,6,0.164,5,0.400,3656
1428,KJ McDaniels,2014-15,6,0.224,6,1.500,2675
1429,LaMarcus Aldridge,2013-14,6,0.122,5,1.000,4918
1430,Troy Brown Jr.,2018-19,6,0.399,5,0.800,1505
1431,Jeff Ayres,2013-14,6,0.319,5,0.800,1880
1432,Tyler Herro,2020-21,6,0.183,4,0.500,3280
1433,Chandler Parsons,2015-16,6,0.171,6,0.667,3517
1434,Gary Trent Jr.,2020-21,6,0.164,6,2.000,3663
1435,Vitor Faverani,2013-14,6,0.640,6,0.667,937
1436,Marques Bolden,2020-21,6,10.714,5,0.000,56
1437,Derrick Williams,2013-14,6,0.169,5,1.600,3554
1438,Justin Holiday,2018-19,6,0.115,6,0.500,5237
1439,Klay Thompson,2013-14,6,0.107,6,0.833,5618
1440,Corey Brewer,2017-18,6,0.236,6,0.333,2545
1441,Jared Dudley,2018-19,6,0.242,5,0.200,2484
1442,Jerome Jordan,2014-15,6,0.809,6,0.667,742
1443,Bradley Beal,2018-19,6,0.095,6,2.000,6290
1444,Andre Iguodala,2013-14,6,0.149,6,0.667,4017
1445,Jeff Withey,2015-16,6,0.491,6,0.667,1223
1446,Cedi Osman,2017-18,6,0.438,6,1.500,1369
1447,Iman Shumpert,2018-19,6,0.191,6,0.667,3144
1448,Shai Gilgeous-Alexander,2019-20,6,0.121,6,1.333,4959
1449,Luis Scola,2016-17,6,0.651,6,1.000,922
1450,Nigel Hayes,2017-18,6,2.632,5,0.600,228
1451,Jonas Jerebko,2013-14,6,0.417,6,1.000,1440
1452,Wesley Matthews,2017-18,6,0.143,6,1.000,4209
1453,Udonis Haslem,2015-16,6,1.202,6,1.167,499
1454,Dwyane Wade,2018-19,6,0.155,5,0.400,3869
1455,Fred VanVleet,2018-19,6,0.168,6,0.833,3577
1456,Ben Simmons,2020-21,6,0.154,6,1.333,3907
1457,Channing Frye,2018-19,6,0.905,4,1.250,663
1458,Solomon Hill,2020-21,6,0.195,6,0.333,3076
1459,Jeff Adrien,2014-15,6,1.386,6,2.500,433
1460,Henry Sims,2015-16,6,1.126,6,0.000,533
1461,Brandon Davies,2014-15,6,0.712,6,0.667,843
1462,Jon Leuer,2017-18,6,2.113,5,0.800,284
1463,Jabari Parker,2014-15,6,0.410,6,0.833,1463
1464,Trevor Ariza,2014-15,6,0.105,6,0.667,5741
1465,Eric Bledsoe,2018-19,6,0.124,6,1.167,4839
1466,Greg Monroe,2018-19,6,0.595,5,1.400,1009
1467,Cody Zeller,2017-18,6,0.472,6,1.000,1271
1468,Kyle Lowry,2018-19,6,0.131,5,0.800,4594
1469,Joe Johnson,2014-15,6,0.113,6,1.167,5327
1470,James Ennis III,2016-17,6,0.208,5,0.000,2881
1471,Ian Mahinmi,2014-15,6,0.270,6,0.333,2219
1472,Danilo Gallinari,2015-16,6,0.164,6,0.500,3651
1473,Arnett Moultrie,2013-14,6,1.542,6,1.000,389
1474,Marco Belinelli,2017-18,6,0.154,6,1.000,3896
1475,CJ McCollum,2019-20,6,0.114,6,0.500,5267
1476,Bradley Beal,2019-20,6,0.138,6,0.833,4362
1477,Marcus Smart,2017-18,6,0.195,4,0.750,3084
1478,J.J. Barea,2017-18,6,0.190,5,1.600,3163
1479,Jonas Valanciunas,2015-16,6,0.205,4,2.000,2925
1480,Stephen Zimmerman,2016-17,6,2.830,6,1.333,212
1481,Nick Young,2016-17,6,0.189,6,1.167,3171
1482,Trevor Ariza,2017-18,6,0.131,6,1.833,4591
1483,Willie Reed,2016-17,6,0.293,5,0.800,2050
1484,Nikola Vucevic,2015-16,6,0.152,5,0.000,3960
1485,Pau Gasol,2018-19,6,0.800,6,0.833,750
1486,Nemanja Bjelica,2020-21,6,0.498,6,1.833,1204
1487,Jordan Bell,2019-20,6,1.099,6,2.167,546
1488,Kenrich Williams,2018-19,6,0.258,4,0.750,2327
1489,Lance Thomas,2016-17,6,0.313,6,0.167,1916
1490,Kyle Anderson,2015-16,6,0.249,6,0.000,2406
1491,Ryan Kelly,2013-14,6,0.222,6,1.667,2707
1492,Trae Young,2020-21,6,0.138,6,0.667,4350
1493,Ronny Turiaf,2013-14,6,0.503,6,1.167,1194
1494,Reggie Bullock,2018-19,6,0.155,4,1.750,3878
1495,Justise Winslow,2018-19,6,0.150,6,1.000,3994
1496,Nick Collison,2015-16,6,0.437,6,1.500,1372
1497,Luc Mbah a Moute,2015-16,6,0.235,5,0.400,2549
1498,Raul Neto,2020-21,6,0.198,6,0.333,3037
1499,P.J. Tucker,2013-14,6,0.121,6,0.667,4967
1500,Dillon Brooks,2020-21,5,0.120,4,0.750,4180
1501,Daniel Orton,2013-14,5,0.975,5,0.800,513
1502,Jeff Green,2014-15,5,0.105,5,0.800,4769
1503,Joel Anthony,2013-14,5,1.348,5,0.400,371
1504,Kyrie Irving,2018-19,5,0.108,4,0.000,4616
1505,Wesley Matthews,2016-17,5,0.107,5,1.200,4682
1506,Ricky Rubio,2020-21,5,0.134,5,2.000,3741
1507,Alex Caruso,2019-20,5,0.204,4,0.750,2452
1508,Malcolm Thomas,2014-15,5,1.266,5,1.200,395
1509,Timofey Mozgov,2017-18,5,0.682,5,2.000,733
1510,Jared Dudley,2019-20,5,0.675,5,1.000,741
1511,Jamal Murray,2020-21,5,0.149,4,0.750,3365
1512,T.J. Warren,2016-17,5,0.121,5,0.800,4149
1513,Royce O'Neale,2019-20,5,0.119,5,1.000,4199
1514,Thabo Sefolosha,2018-19,5,0.407,5,0.400,1230
1515,Norman Powell,2018-19,5,0.212,4,0.500,2353
1516,Meyers Leonard,2013-14,5,0.693,5,1.000,721
1517,Wilson Chandler,2013-14,5,0.128,4,1.000,3894
1518,Ersan Ilyasova,2019-20,5,0.235,5,0.600,2130
1519,Luke Ridnour,2013-14,5,0.234,5,0.800,2135
1520,Carlos Boozer,2013-14,5,0.124,5,1.200,4039
1521,Seth Curry,2016-17,5,0.131,3,0.667,3815
1522,Bismack Biyombo,2013-14,5,0.250,5,1.400,2001
1523,Justin Jackson,2018-19,5,0.147,5,1.400,3405
1524,Jae Crowder,2013-14,5,0.202,4,0.250,2470
1525,Paul Pierce,2016-17,5,0.921,5,1.800,543
1526,Andrew Bogut,2016-17,5,0.451,4,0.750,1109
1527,Justin Anderson,2017-18,5,0.472,4,0.000,1059
1528,Luis Scola,2014-15,5,0.155,5,1.000,3236
1529,James Harden,2014-15,5,0.085,5,0.600,5857
1530,Al Jefferson,2015-16,5,0.230,5,0.800,2177
1531,Malik Monk,2019-20,5,0.220,5,1.600,2272
1532,Ian Mahinmi,2013-14,5,0.208,5,1.000,2408
1533,Daniel Gafford,2019-20,5,0.398,5,1.400,1256
1534,Mario Hezonja,2017-18,5,0.150,5,0.800,3325
1535,Ante Zizic,2019-20,5,1.119,5,0.600,447
1536,Gustavo Ayon,2013-14,5,0.605,5,1.000,827
1537,Jordan Mickey,2016-17,5,1.754,5,1.400,285
1538,Mario Chalmers,2014-15,5,0.113,5,1.200,4412
1539,Cameron Johnson,2019-20,5,0.194,5,1.200,2575
1540,Paul Reed,2020-21,5,1.381,4,0.000,362
1541,Khem Birch,2019-20,5,0.268,4,0.500,1866
1542,Luka Samanic,2020-21,5,0.804,5,1.000,622
1543,James Jones,2016-17,5,0.663,4,0.500,754
1544,Cody Martin,2019-20,5,0.276,5,0.400,1812
1545,Emeka Okafor,2017-18,5,0.657,5,1.600,761
1546,Joe Ingles,2017-18,5,0.098,5,1.000,5119
1547,Ish Smith,2019-20,5,0.131,4,1.250,3807
1548,Obi Toppin,2020-21,5,0.371,5,1.200,1348
1549,Luc Mbah a Moute,2016-17,5,0.139,4,1.250,3596
1550,Kelly Oubre Jr.,2016-17,5,0.154,5,0.000,3256
1551,Garrett Temple,2020-21,5,0.157,5,0.400,3186
1552,Treveon Graham,2018-19,5,0.326,5,1.800,1535
1553,Spencer Dinwiddie,2017-18,5,0.110,2,1.000,4556
1554,Nazr Mohammed,2013-14,5,0.491,5,1.000,1019
1555,Jamal Murray,2017-18,5,0.098,5,1.200,5104
1556,James Ennis III,2017-18,5,0.158,5,0.800,3158
1557,Will Barton,2018-19,5,0.206,5,0.800,2428
1558,Kelly Oubre Jr.,2019-20,5,0.126,5,1.000,3981
1559,Jimmy Butler,2016-17,5,0.090,5,1.800,5538
1560,Rondae Hollis-Jefferson,2015-16,5,0.402,5,0.600,1244
1561,Cedi Osman,2020-21,5,0.164,4,1.250,3047
1562,Luke Kennard,2019-20,5,0.281,4,1.250,1778
1563,Ricky Rubio,2019-20,5,0.120,4,0.750,4172
1564,Jarrod Uthoff,2019-20,5,4.673,5,0.400,107
1565,Anderson Varejao,2016-17,5,2.564,5,0.600,195
1566,Rashard Lewis,2013-14,5,0.275,4,1.250,1815
1567,Francisco Garcia,2013-14,5,0.229,5,0.400,2183
1568,Devin Booker,2015-16,5,0.117,5,1.000,4259
1569,Eric Bledsoe,2016-17,5,0.115,4,2.000,4364
1570,DaQuan Jeffries,2020-21,5,0.478,5,0.600,1046
1571,Chris Paul,2017-18,5,0.137,4,0.750,3663
1572,Richard Jefferson,2014-15,5,0.200,5,0.400,2503
1573,Jordan Clarkson,2016-17,5,0.102,5,1.000,4895
1574,Isaiah Hicks,2018-19,5,7.692,5,1.000,65
1575,Toney Douglas,2015-16,5,0.197,4,1.250,2540
1576,Alize Johnson,2018-19,5,3.571,4,1.750,140
1577,Raymond Felton,2015-16,5,0.116,4,0.500,4303
1578,Jonas Valanciunas,2018-19,5,0.222,5,1.200,2255
1579,Victor Oladipo,2020-21,5,0.224,5,1.400,2237
1580,Cody Zeller,2016-17,5,0.147,5,0.800,3391
1581,Alan Williams,2015-16,5,3.378,4,0.500,148
1582,Udonis Haslem,2013-14,5,0.411,5,0.600,1217
1583,Brook Lopez,2013-14,5,0.493,5,0.800,1014
1584,Spencer Hawes,2015-16,5,0.244,5,1.400,2053
1585,Justise Winslow,2020-21,5,0.462,4,1.000,1082
1586,Trevor Booker,2013-14,5,0.170,5,0.800,2942
1587,Will Barton,2019-20,5,0.130,5,0.400,3841
1588,Jordan Clarkson,2017-18,5,0.129,4,0.000,3868
1589,Joe Johnson,2013-14,5,0.105,5,1.000,4753
1590,Austin Rivers,2016-17,5,0.123,5,1.000,4079
1591,D.J. Augustin,2014-15,5,0.132,5,1.000,3802
1592,LeBron James,2020-21,5,0.163,5,1.200,3068
1593,Henry Walker,2014-15,5,0.412,5,0.600,1214
1594,Ish Smith,2020-21,5,0.254,3,1.667,1972
1595,JaVale McGee,2014-15,5,0.945,5,0.800,529
1596,Kawhi Leonard,2019-20,5,0.131,5,0.600,3806
1597,Damion Lee,2019-20,5,0.168,4,1.750,2982
1598,Jeff Green,2015-16,5,0.115,5,1.200,4355
1599,Mike Scott,2013-14,5,0.176,4,0.500,2839
1600,Caris LeVert,2017-18,5,0.135,5,1.600,3713
1601,Kemba Walker,2018-19,5,0.086,5,1.800,5828
1602,Devin Booker,2020-21,5,0.109,5,0.800,4579
1603,Grayson Allen,2020-21,5,0.190,4,0.750,2629
1604,Jamal Crawford,2018-19,5,0.196,4,1.000,2548
1605,Stephen Curry,2020-21,5,0.108,5,0.200,4618
1606,Allonzo Trier,2018-19,5,0.171,4,0.000,2932
1607,Patrick Beverley,2020-21,5,0.301,5,1.000,1661
1608,JaKarr Sampson,2018-19,5,1.953,5,0.200,256
1609,James Harden,2013-14,5,0.090,5,1.000,5532
1610,Dragan Bender,2016-17,5,0.455,5,0.400,1100
1611,Tony Snell,2019-20,5,0.155,5,1.800,3220
1612,Glenn Robinson III,2020-21,5,0.649,5,0.400,771
1613,Yuta Watanabe,2020-21,5,0.338,5,0.000,1481
1614,Talen Horton-Tucker,2020-21,5,0.186,3,1.000,2681
1615,Jae Crowder,2015-16,5,0.107,5,1.400,4662
1616,Damyean Dotson,2018-19,5,0.123,5,0.400,4065
1617,Yogi Ferrell,2017-18,5,0.111,5,0.400,4508
1618,Malik Beasley,2020-21,5,0.197,5,0.400,2539
1619,Terance Mann,2020-21,5,0.193,4,1.250,2588
1620,Zeke Nnaji,2020-21,5,0.605,3,1.000,826
1621,Corey Brewer,2016-17,5,0.191,3,0.667,2615
1622,Michael Porter Jr.,2020-21,5,0.131,5,0.600,3812
1623,Delon Wright,2019-20,5,0.153,5,2.000,3263
1624,Rodney Hood,2017-18,5,0.155,5,0.800,3231
1625,Tyler Cook,2019-20,5,4.587,5,0.600,109
1626,Josh Jackson,2020-21,5,0.156,5,0.000,3202
1627,Patty Mills,2020-21,5,0.143,5,0.600,3504
1628,Tacko Fall,2020-21,5,1.792,5,0.800,279
1629,Chris Paul,2020-21,5,0.113,5,0.400,4433
1630,Mike Scott,2019-20,5,0.203,4,0.000,2465
1631,Royce O'Neale,2018-19,5,0.145,4,0.750,3452
1632,Keita Bates-Diop,2018-19,5,0.484,5,1.000,1033
1633,Richard Jefferson,2015-16,5,0.195,4,1.750,2563
1634,Matt Bonner,2014-15,5,0.281,5,1.200,1782
1635,Chasson Randle,2018-19,5,0.328,5,0.000,1523
1636,Lance Thomas,2014-15,5,0.178,4,1.250,2808
1637,Jameer Nelson,2014-15,5,0.181,3,1.667,2755
1638,Terence Davis,2019-20,5,0.199,4,2.000,2509
1639,Vince Carter,2017-18,5,0.250,5,0.800,2002
1640,Larry Sanders,2013-14,5,0.466,5,1.400,1072
1641,Chris Andersen,2015-16,5,0.654,5,1.200,764
1642,Derrick White,2020-21,5,0.231,5,0.600,2163
1643,Dorian Finney-Smith,2019-20,5,0.116,5,1.200,4293
1644,Solomon Hill,2018-19,5,0.267,5,1.000,1872
1645,Giannis Antetokounmpo,2013-14,5,0.139,5,0.600,3586
1646,Bradley Beal,2017-18,5,0.084,5,0.800,5942
1647,Aaron Gordon,2018-19,5,0.097,5,1.000,5178
1648,Mike Miller,2013-14,5,0.156,5,0.600,3214
1649,Chimezie Metu,2018-19,5,1.684,5,1.000,297
1650,Guerschon Yabusele,2017-18,5,1.071,5,1.600,467
1651,Caleb Swanigan,2018-19,5,1.362,5,1.200,367
1652,Mike Muscala,2019-20,5,0.416,5,0.400,1201
1653,Tim Hardaway Jr.,2019-20,5,0.117,5,0.000,4279
1654,Otto Porter Jr.,2015-16,5,0.107,5,0.000,4656
1655,Ben McLemore,2020-21,5,0.263,4,0.000,1902
